Date,Open,High,Low,Close,Adj Close,Volume,Ticker
2015-01-26,146.25298120097102,147.73179333584005,145.974447976466,147.4509785710362,147.4509785710362,101149,AAPL_SYN
2015-01-27,147.03671222683397,147.88082437365017,144.59179417130068,145.42666330779005,145.42666330779005,353185,AAPL_SYN
2015-01-28,145.13532444962277,145.54333683422567,141.89554825296383,142.29557738486133,142.29557738486133,188123,AAPL_SYN
2015-01-29,142.4203105838159,146.53160868082702,141.59520312921305,145.68757245046694,145.68757245046694,173478,AAPL_SYN
2015-01-30,145.60569792064348,147.66168951197346,143.18880209087456,145.2396246289304,145.2396246289304,167408,AAPL_SYN
2015-02-02,144.26438503644778,146.37713581218716,143.35819733399043,145.46341646885645,145.46341646885645,154033,AAPL_SYN
2015-02-03,144.5379636003315,144.68096048141572,142.16286113304906,142.30364752062144,142.30364752062144,258994,AAPL_SYN
2015-02-04,142.04457013553446,142.52518850945398,140.67845063363697,141.1560626764465,141.1560626764465,123481,AAPL_SYN
2015-02-05,141.34987838572795,142.87441190074557,139.94687058033327,141.47020971306057,141.47020971306057,202567,AAPL_SYN
2015-02-06,140.30413945419662,140.33278558495564,138.9667527643302,138.99513163277348,138.99513163277348,156932,AAPL_SYN
2015-02-09,138.78675144792828,141.9368376142931,136.75259031450165,139.88655691958675,139.88655691958675,137502,AAPL_SYN
2015-02-10,139.66571191738316,142.1364686182774,136.18305269008707,138.63558594432607,138.63558594432607,443892,AAPL_SYN
2015-02-11,139.2130050084378,139.7235637036251,137.55956821037518,138.06592001254458,138.06592001254458,207942,AAPL_SYN
2015-02-12,137.90644484056747,138.4358328489777,136.3036776105874,136.82892930903816,136.82892930903816,222592,AAPL_SYN
2015-02-13,136.98614122719593,141.2313103721357,136.70904510233697,140.946203816529,140.946203816529,267475,AAPL_SYN
2015-02-16,141.00593278950092,141.031165768754,140.9581373041069,140.98336624508207,140.98336624508207,109227,AAPL_SYN
2015-02-17,140.0822429420856,141.45000603034146,137.3659787360418,138.7204452307818,138.7204452307818,331728,AAPL_SYN
2015-02-18,139.04014337214375,140.65966067227518,138.97722172581047,140.59603491808346,140.59603491808346,74662,AAPL_SYN
2015-02-19,140.68688660189056,142.42169843656325,136.28289249271862,137.98437967926023,137.98437967926023,137298,AAPL_SYN
2015-02-20,138.194779078128,140.43150235130773,136.27252790095014,138.50493696367573,138.50493696367573,153035,AAPL_SYN
2015-02-23,140.13634688177885,142.03655418786587,132.53778598562525,134.35966317371455,134.35966317371455,220310,AAPL_SYN
2015-02-24,133.5196010360135,133.78101274869803,131.38339291684053,131.64112685375727,131.64112685375727,194044,AAPL_SYN
2015-02-25,132.32224988512363,133.70140710034113,130.73580549978504,132.1127794643212,132.1127794643212,169568,AAPL_SYN
2015-02-26,131.9988529921069,134.48462738468496,131.24590358604652,133.72184964092344,133.72184964092344,179028,AAPL_SYN
2015-02-27,133.83711609857963,134.59169505257438,133.3935379094105,134.14708951426303,134.14708951426303,127682,AAPL_SYN
2015-03-02,134.12877350852978,134.82445481815463,133.27192867925953,133.96676972919644,133.96676972919644,106476,AAPL_SYN
2015-03-03,133.79626901563515,134.93782085009786,132.25837736338204,133.39651852044344,133.39651852044344,231907,AAPL_SYN
2015-03-04,133.16847733414735,133.2076696049548,130.3500264938563,130.3884005716234,130.3884005716234,229284,AAPL_SYN
2015-03-05,130.51729292264065,131.19160326751145,128.31363828809285,128.98000632714994,128.98000632714994,313200,AAPL_SYN
2015-03-06,128.39295110816164,129.65290443804622,126.85154777833003,128.10871179410398,128.10871179410398,136437,AAPL_SYN
2015-03-09,128.39717898485608,132.15215173791228,126.5934336589519,130.32137498062514,130.32137498062514,229284,AAPL_SYN
2015-03-10,130.15865789931348,131.23146733911966,130.01911745476085,131.09092742740523,131.09092742740523,162924,AAPL_SYN
2015-03-11,130.646501914269,131.063063524204,127.15522004200537,127.56194665992868,127.56194665992868,272967,AAPL_SYN
2015-03-12,127.38973311136485,129.0792998848953,126.59171965400871,128.2757361970117,128.2757361970117,257360,AAPL_SYN
2015-03-13,128.75952142091933,128.86241116214248,127.45896206723302,127.560894003834,127.560894003834,193798,AAPL_SYN
2015-03-16,127.35603053695976,127.6172063486192,126.00941955883701,126.26836483637122,126.26836483637122,159838,AAPL_SYN
2015-03-17,126.40414889309424,129.6219547987341,124.35212602284284,127.55130912961259,127.55130912961259,252000,AAPL_SYN
2015-03-18,127.27160583996054,132.15029695911417,124.86816182163847,129.70097582067638,129.70097582067638,225794,AAPL_SYN
2015-03-19,129.9958854312691,131.89618835431273,129.7823776085768,131.67991464860538,131.67991464860538,141706,AAPL_SYN
2015-03-20,131.9507174502099,132.87118846241165,129.10596879789867,130.01292200153867,130.01292200153867,113147,AAPL_SYN
2015-03-23,130.73395110970284,131.82700678508007,128.3607082086894,129.44297009937517,129.44297009937517,162802,AAPL_SYN
2015-03-24,129.3747935437318,130.58297692357857,128.97630636864386,130.18200346201067,130.18200346201067,306133,AAPL_SYN
2015-03-25,130.44314392833434,133.98359774014295,128.74367225828698,132.26044940090893,132.26044940090893,269078,AAPL_SYN
2015-03-26,132.29936077146212,132.897443631733,130.73495875151954,131.32865335576048,131.32865335576048,122060,AAPL_SYN
2015-03-27,131.8392086438619,132.30852205969342,130.54124497457468,131.00759807228837,131.00759807228837,119728,AAPL_SYN
2015-03-30,130.7250805587368,130.76323986852208,128.76852681099265,128.80612596826268,128.80612596826268,281514,AAPL_SYN
2015-03-31,129.09400971279516,129.99505237504408,125.57985721198327,126.46253284911484,126.46253284911484,121107,AAPL_SYN
2015-04-01,126.38866710949746,129.73169258084195,124.83087583855891,128.15216548157974,128.15216548157974,215402,AAPL_SYN
2015-04-02,128.12748791989543,131.8776911967057,127.25046586044184,130.9811361510888,130.9811361510888,145290,AAPL_SYN
2015-04-03,131.017189685062,131.61636310588926,130.29638232729312,130.8949969309863,130.8949969309863,317483,AAPL_SYN
2015-04-06,130.99404794873473,135.8350007400806,128.2455027042963,133.0434544091882,133.0434544091882,137677,AAPL_SYN
2015-04-07,132.99706386898933,134.0519073424831,132.8134184181678,133.8670605798917,133.8670605798917,269036,AAPL_SYN
2015-04-08,133.95328964798807,134.7451359242446,131.79330566374873,132.57701629111136,132.57701629111136,192380,AAPL_SYN
2015-04-09,133.2046828413915,133.53992687541663,133.06219183423573,133.39722989784443,133.39722989784443,196988,AAPL_SYN
2015-04-10,133.79159867263874,139.38858451157776,131.1930372412654,136.73289586505598,136.73289586505598,90502,AAPL_SYN
2015-04-13,137.0894219382155,139.48467802143745,134.33204511148978,136.7208616291356,136.7208616291356,83434,AAPL_SYN
2015-04-14,136.53401635962328,140.33102780414174,136.40482644701476,140.1983706412316,140.1983706412316,166999,AAPL_SYN
2015-04-15,139.8243602955558,142.09726684180652,132.4080479086128,134.59596458026255,134.59596458026255,196706,AAPL_SYN
2015-04-16,134.98170338056278,139.83373330973203,131.59829037819938,136.41440852746675,136.41440852746675,121702,AAPL_SYN
2015-04-17,136.77292474260275,137.1797722926514,136.26007470980852,136.66660600194834,136.66660600194834,123280,AAPL_SYN
2015-04-20,137.27040071098878,137.4618898947434,135.89951367730512,136.08935532878004,136.08935532878004,219669,AAPL_SYN
2015-04-21,135.84276932672236,136.73945157998844,135.45583894242793,136.35107335805674,136.35107335805674,219798,AAPL_SYN
2015-04-22,136.25717574141788,136.40187280931036,132.07175830947665,132.21215980950828,132.21215980950828,172019,AAPL_SYN
2015-04-23,131.56188058320538,135.90244301747936,127.48569958164242,131.81831685243802,131.81831685243802,237220,AAPL_SYN
2015-04-24,131.66311221059553,132.96729506894516,131.32319078890933,132.62489057464003,132.62489057464003,119707,AAPL_SYN
2015-04-27,133.02140073938656,136.50536012617417,132.34282616853886,135.81254723708355,135.81254723708355,159421,AAPL_SYN
2015-04-28,135.62247945990163,136.5031641290023,133.8975538313293,134.77272046446208,134.77272046446208,321497,AAPL_SYN
2015-04-29,135.0316780776673,135.43033557797654,132.73792932722725,133.13097533388213,133.13097533388213,184980,AAPL_SYN
2015-04-30,133.05488974096528,133.37187129463638,131.8312243873743,132.1460407567095,132.1460407567095,188792,AAPL_SYN
2015-05-01,132.2745093164861,134.67936517403862,131.73149800780186,134.1287418978949,134.1287418978949,404894,AAPL_SYN
2015-05-04,133.66692669128585,137.34268837370718,131.2356609236608,134.88919086103886,134.88919086103886,110706,AAPL_SYN
2015-05-05,134.92367236218334,136.51197354500707,132.25676174698302,133.83221445140154,133.83221445140154,238770,AAPL_SYN
2015-05-06,132.63128339926888,135.16723769818108,132.4499145658178,134.9826534450245,134.9826534450245,323517,AAPL_SYN
2015-05-07,134.90697022698234,138.3700964706368,131.79842771659185,135.2535676217074,135.2535676217074,161299,AAPL_SYN
2015-05-08,134.59198565233476,137.8940728060941,134.10609617037105,137.39805316161122,137.39805316161122,244187,AAPL_SYN
2015-05-11,137.89515705770253,141.62250116295192,132.27720930312253,135.95203015251326,135.95203015251326,128183,AAPL_SYN
2015-05-12,136.26910047610474,136.58342105437785,135.00459565491957,135.31671945525724,135.31671945525724,142154,AAPL_SYN
2015-05-13,135.50616461429107,137.00109243353188,133.0633973922342,134.5477518332619,134.5477518332619,206875,AAPL_SYN
2015-05-14,135.161695738428,137.11064954047856,129.64795913424206,131.54475878876352,131.54475878876352,239123,AAPL_SYN
2015-05-15,131.1702838042358,132.5121125354554,130.88306821437865,132.22259276868277,132.22259276868277,267712,AAPL_SYN
2015-05-18,132.9157154462937,134.0346286910729,131.71235106556256,132.8305473468573,132.8305473468573,313267,AAPL_SYN
2015-05-19,133.2020178939958,136.44590306195192,129.66787723726046,132.90451733747656,132.90451733747656,176652,AAPL_SYN
2015-05-20,132.81019953866218,133.71883806118583,131.57112799360237,132.47749024152338,132.47749024152338,274694,AAPL_SYN
2015-05-21,132.9288225624229,134.0118681237329,128.56286541000233,129.61894353323584,129.61894353323584,160483,AAPL_SYN
2015-05-22,129.18875374428643,129.41632031779508,128.59752089866785,128.82444574198416,128.82444574198416,248101,AAPL_SYN
2015-05-25,128.50579300238851,130.11188454088295,126.58988042840186,128.1920507524426,128.1920507524426,194577,AAPL_SYN
2015-05-26,127.95800165837574,128.29739431480925,126.30696165862996,126.6428660818063,126.6428660818063,211515,AAPL_SYN
2015-05-27,126.44189232267847,126.4845273337687,126.33915269466985,126.38176743221523,126.38176743221523,209902,AAPL_SYN
2015-05-28,125.98117856535706,127.590887629548,125.64280120640656,127.24910470238108,127.24910470238108,103221,AAPL_SYN
2015-05-29,127.71601337817464,132.61019822017835,126.29220692423277,131.14812977119138,131.14812977119138,122141,AAPL_SYN
2015-06-01,131.04628495971673,133.14663301246966,129.47777762708887,131.57183531015616,131.57183531015616,187657,AAPL_SYN
2015-06-02,131.71097448708414,132.95841507435384,130.92479854945108,132.1695022086641,132.1695022086641,100311,AAPL_SYN
2015-06-03,131.94335304011534,134.28911250390627,129.7340018883606,132.07751485355786,132.07751485355786,242223,AAPL_SYN
2015-06-04,131.35613257514595,131.49934152321111,128.06738096601472,128.20715679298834,128.20715679298834,245693,AAPL_SYN
2015-06-05,128.3110266512595,128.3551339631859,128.17060040149354,128.21467459210186,128.21467459210186,203090,AAPL_SYN
2015-06-08,127.47913714387013,128.60366848512894,127.27441912011854,128.3974757066847,128.3974757066847,122345,AAPL_SYN
2015-06-09,128.37103839188995,135.3587588568313,126.622454881007,133.53977037277704,133.53977037277704,293653,AAPL_SYN
2015-06-10,132.991596944527,133.51419827218984,132.67713986059522,133.19925019456392,133.19925019456392,369620,AAPL_SYN
2015-06-11,133.99336121364553,134.15364356900838,133.73688587056589,133.89705302243217,133.89705302243217,190763,AAPL_SYN
2015-06-12,134.26313937063327,135.7443093539233,132.41059054034758,133.88761782863818,133.88761782863818,216664,AAPL_SYN
2015-06-15,133.93009519820725,135.02906328577726,130.42947128986282,131.5085694631908,131.5085694631908,194488,AAPL_SYN
2015-06-16,132.00713423538917,134.2075347772334,131.7638331217636,133.96063318797155,133.96063318797155,218218,AAPL_SYN
2015-06-17,133.62051411531633,136.19061400325103,133.059270906679,135.6209683322308,135.6209683322308,173838,AAPL_SYN
2015-06-18,135.84208993104232,140.00321665421632,133.25474002105116,137.38645167687667,137.38645167687667,179106,AAPL_SYN
2015-06-19,137.46880541636656,139.45442160619712,133.54025932853142,135.4974003024831,135.4974003024831,248932,AAPL_SYN
2015-06-22,135.60472240642818,140.29153207003927,133.93993039858822,138.59008931084824,138.59008931084824,412094,AAPL_SYN
2015-06-23,139.11909606649255,139.94167668836764,134.82658000682258,135.62852162965194,135.62852162965194,111092,AAPL_SYN
2015-06-24,135.9265620926682,137.44379236653035,135.4394767183148,136.95302870541215,136.95302870541215,174889,AAPL_SYN
2015-06-25,137.07165344566056,143.52441967434467,135.43151170847054,141.82737299779086,141.82737299779086,119993,AAPL_SYN
2015-06-26,141.12324798472895,143.2309374927693,137.61220148874142,139.698613948141,139.698613948141,316684,AAPL_SYN
2015-06-29,139.29626253781123,142.25484213877544,135.5820381938791,138.5242200163718,138.5242200163718,147686,AAPL_SYN
2015-06-30,138.47322553842565,139.80866901895266,137.47483780170344,138.80786851655503,138.80786851655503,109484,AAPL_SYN
2015-07-01,138.84675097731005,139.60372436488777,137.02606349114953,137.77720586589868,137.77720586589868,226869,AAPL_SYN
2015-07-02,137.31005693216426,141.32949316269762,130.57970042567356,134.5173876845395,134.5173876845395,334160,AAPL_SYN
2015-07-03,135.4906250235551,136.83788291693176,133.38719042197025,134.72685371666702,134.72685371666702,228943,AAPL_SYN
2015-07-06,135.33975071684392,136.58684023493043,131.3333406117667,132.55476787697287,132.55476787697287,195000,AAPL_SYN
2015-07-07,132.79420883955518,134.36614229837392,132.04339971783023,133.61071669861204,133.61071669861204,209478,AAPL_SYN
2015-07-08,133.63959138860656,133.96451554825774,131.43241766790734,131.75275427264359,131.75275427264359,297889,AAPL_SYN
2015-07-09,131.66887692384608,135.7077218235197,131.04976546840905,135.07260592069628,135.07260592069628,133708,AAPL_SYN
2015-07-10,134.68687159963864,135.51160270247544,132.66291263597304,133.48025523812888,133.48025523812888,174615,AAPL_SYN
2015-07-13,133.51128159629252,134.8178074973189,131.56798103141807,132.86821394708957,132.86821394708957,154995,AAPL_SYN
2015-07-14,132.97095530603684,136.50578494308266,131.13383959956673,134.6455334042879,134.6455334042879,120685,AAPL_SYN
2015-07-15,134.1439408591495,136.55613697570297,129.74769479715664,132.12356012963988,132.12356012963988,161921,AAPL_SYN
2015-07-16,132.25601786351316,135.61066546278374,129.3152072147577,132.6608530044125,132.6608530044125,267695,AAPL_SYN
2015-07-17,132.59906261085126,136.18645842424056,131.9121079473501,135.48455491903138,135.48455491903138,221531,AAPL_SYN
2015-07-20,134.70911954548083,135.11456747431097,131.762889462723,132.16066705127488,132.16066705127488,227662,AAPL_SYN
2015-07-21,131.81953988043827,133.44598319015992,130.98718249617522,132.6086431158832,132.6086431158832,191277,AAPL_SYN
2015-07-22,132.4441001101664,134.87232729635878,130.79728249136423,133.21591291242981,133.21591291242981,218268,AAPL_SYN
2015-07-23,133.97032301612813,136.58750500377263,132.32512697758048,134.93051748705105,134.93051748705105,137339,AAPL_SYN
2015-07-24,135.15580549035818,135.60831116484457,131.9472684616035,132.39051586380873,132.39051586380873,163112,AAPL_SYN
2015-07-27,131.8601005822295,134.22556676645027,127.40040123569483,129.72761226169723,129.72761226169723,194430,AAPL_SYN
2015-07-28,129.91676924359328,131.60223647461848,129.18052427606975,130.86064252897313,130.86064252897313,200358,AAPL_SYN
2015-07-29,130.25319894643278,132.32572745307274,129.47191239289072,131.5367419340906,131.5367419340906,203394,AAPL_SYN
2015-07-30,131.9639828953391,132.98776791539814,131.09680142611919,132.1195640678986,132.1195640678986,173255,AAPL_SYN
2015-07-31,131.93282971703917,133.8329658675449,131.0123094236555,132.90565796755493,132.90565796755493,159363,AAPL_SYN
2015-08-03,132.86832362973306,133.73656882482493,130.6928969005681,131.5525439637533,131.5525439637533,549280,AAPL_SYN
2015-08-04,132.07577972904167,132.60809878751454,131.56525187586746,132.09748702660158,132.09748702660158,249851,AAPL_SYN
2015-08-05,131.5873938081951,133.61561549303997,130.7511018396837,132.77179616080244,132.77179616080244,210229,AAPL_SYN
2015-08-06,132.21530248814332,132.49073672307352,131.07538965949345,131.34901923141143,131.34901923141143,167683,AAPL_SYN
2015-08-07,131.11905363399245,135.81784810638757,130.64654158410502,135.330160544601,135.330160544601,155380,AAPL_SYN
2015-08-10,135.75173247444468,137.65093458534434,134.51551599190103,136.40873514030142,136.40873514030142,173838,AAPL_SYN
2015-08-11,135.7869789111129,137.51292011728452,132.2347276454951,133.93715639912418,133.93715639912418,201643,AAPL_SYN
2015-08-12,132.79916379725182,136.7206173437573,131.4976492557154,135.39367497623857,135.39367497623857,94250,AAPL_SYN
2015-08-13,135.21042280872433,137.3978578588662,131.23672374173282,133.3947853987108,133.3947853987108,105101,AAPL_SYN
2015-08-14,133.6155834355103,135.63740697232782,133.1068045938614,135.12288864298034,135.12288864298034,145679,AAPL_SYN
2015-08-17,135.60943714723751,138.80191723291327,134.5009545769625,137.67653801202295,137.67653801202295,195766,AAPL_SYN
2015-08-18,137.4852386534044,137.9269669987482,135.5364459591351,135.9733166279667,135.9733166279667,167465,AAPL_SYN
2015-08-19,135.80548750701104,141.43764602298737,132.5411736452335,138.11775296248257,138.11775296248257,305506,AAPL_SYN
2015-08-20,138.59587549215405,141.02144712733883,136.66598898921308,139.08475321746516,139.08475321746516,108407,AAPL_SYN
2015-08-21,138.30459552881754,141.91188541384045,137.37478285006037,140.96419244036647,140.96419244036647,140031,AAPL_SYN
2015-08-24,140.79988988840654,147.48803937337473,138.68722055938366,145.30773094640307,145.30773094640307,310123,AAPL_SYN
2015-08-25,145.39074113649207,147.54074615660906,142.67470752725737,144.81621661010732,144.81621661010732,190744,AAPL_SYN
2015-08-26,145.0113790770481,147.4363549264152,140.7812640645107,143.17553979958677,143.17553979958677,248350,AAPL_SYN
2015-08-27,142.95656425411363,144.01069722965462,140.20953237500433,141.251089522616,141.251089522616,373599,AAPL_SYN
2015-08-28,141.26568401389915,142.44410094640162,138.35054328849284,139.51435086521818,139.51435086521818,142953,AAPL_SYN
2015-08-31,138.47287873886344,142.57055607902333,135.33501117037264,139.41142066163707,139.41142066163707,176037,AAPL_SYN
2015-09-01,139.13611862270187,140.7210969203277,138.6480594424535,140.2292034367828,140.2292034367828,165704,AAPL_SYN
2015-09-02,140.41998893332226,141.22954135429538,140.1002250753709,140.90866468580268,140.90866468580268,91978,AAPL_SYN
2015-09-03,140.49342346371571,143.8461708172758,139.48820271741772,142.8242730034251,142.8242730034251,163551,AAPL_SYN
2015-09-04,142.84954613912672,144.92114720927742,140.85096895433477,142.92156245967985,142.92156245967985,248200,AAPL_SYN
2015-09-07,143.1131656077848,148.5247525865869,140.9374350530922,146.30056442860536,146.30056442860536,220341,AAPL_SYN
2015-09-08,146.15021900431518,146.80930188266865,145.1041234937785,145.7614531835435,145.7614531835435,226501,AAPL_SYN
2015-09-09,145.8359943244703,153.7462005284958,144.36781951493288,152.21381824763395,152.21381824763395,159931,AAPL_SYN
2015-09-10,151.77419464849402,156.21060544737452,149.38959082088397,153.79426326421438,153.79426326421438,144987,AAPL_SYN
2015-09-11,153.6989363755856,155.36121202298042,150.16263417620564,151.8044203660906,151.8044203660906,284468,AAPL_SYN
2015-09-14,152.0823209018581,152.1394154057006,149.2807429792013,149.33680676647907,149.33680676647907,153304,AAPL_SYN
2015-09-15,149.4071322886982,152.1911812108595,147.77589724141185,150.54749561588213,150.54749561588213,202252,AAPL_SYN
2015-09-16,150.28259317468235,150.38812215490768,149.98467946975083,150.09007326179733,150.09007326179733,193225,AAPL_SYN
2015-09-17,150.19103123143682,155.68989528695582,146.40279601663886,151.85957476701626,151.85957476701626,304416,AAPL_SYN
2015-09-18,152.1851357838075,153.30106705755978,151.95386401668273,153.06845293648055,153.06845293648055,256439,AAPL_SYN
2015-09-21,152.1271089161131,154.58747325149662,150.5143427744156,152.96581561259953,152.96581561259953,116008,AAPL_SYN
2015-09-22,153.4977117417037,154.8695914297798,149.6616789644055,151.01133677519894,151.01133677519894,120477,AAPL_SYN
2015-09-23,150.85900194244326,151.44428202242335,146.94925249134187,147.5215845610158,147.5215845610158,223592,AAPL_SYN
2015-09-24,147.7098914085149,147.97005801534405,146.29949468039024,146.55763177195152,146.55763177195152,178536,AAPL_SYN
2015-09-25,147.0840287932786,152.92761095879098,142.81930696334774,148.618399827747,148.618399827747,155726,AAPL_SYN
2015-09-28,148.0068319778424,151.68486899651478,145.5331233800989,149.1913627720618,149.1913627720618,260599,AAPL_SYN
2015-09-29,148.87383536218618,150.21574790787108,145.04337246060092,146.36264979026342,146.36264979026342,195044,AAPL_SYN
2015-09-30,146.23595153509774,147.57486216942348,145.496384513171,146.83227930666226,146.83227930666226,186062,AAPL_SYN
2015-10-01,146.48703835889827,147.924496209812,146.36003243233125,147.79635509076266,147.79635509076266,240030,AAPL_SYN
2015-10-02,148.56560699742963,150.43399638222525,143.98889105618937,145.8227862040051,145.8227862040051,160234,AAPL_SYN
2015-10-05,145.4479755224141,146.8397071197928,144.85737511285765,146.24586682375693,146.24586682375693,316401,AAPL_SYN
2015-10-06,146.0021275627753,146.7937593244646,145.65913312819333,146.44971340211015,146.44971340211015,138700,AAPL_SYN
2015-10-07,146.5395115474125,147.84886419959264,142.61987979169072,143.90569893063127,143.90569893063127,230018,AAPL_SYN
2015-10-08,143.38671042732395,145.94296216961172,142.24269855249076,144.78777191586542,144.78777191586542,301925,AAPL_SYN
2015-10-09,144.61590272992962,148.8795858120806,141.9066086761003,146.1417067161559,146.1417067161559,112887,AAPL_SYN
2015-10-12,146.28088620036107,149.68716118527232,145.33607196969825,148.72655064226714,148.72655064226714,162126,AAPL_SYN
2015-10-13,148.57803510289955,152.9501258726849,146.9450960061378,151.2874095383899,151.2874095383899,272712,AAPL_SYN
2015-10-14,151.2450247704862,153.13904150520926,146.25613460324672,148.11090324617498,148.11090324617498,274180,AAPL_SYN
2015-10-15,147.8757036742992,148.11422650803507,145.77347504718034,146.00898687525657,146.00898687525657,172229,AAPL_SYN
2015-10-16,145.34560804876816,148.21678845180688,144.40940244179978,147.2681989796939,147.2681989796939,141432,AAPL_SYN
2015-10-19,147.41028033880798,148.65713071920845,147.2894203985025,148.5353483489867,148.5353483489867,255605,AAPL_SYN
2015-10-20,149.31735713436555,152.44172551199338,146.70075396887304,149.8163776257105,149.8163776257105,276829,AAPL_SYN
2015-10-21,149.82464822270964,160.63454265913006,148.53506378150232,159.2637134309237,159.2637134309237,121708,AAPL_SYN
2015-10-22,159.37134263037046,161.85965993835384,158.29974671531576,160.7786017629392,160.7786017629392,120060,AAPL_SYN
2015-10-23,161.11272675087037,164.03061932915097,160.84422301923297,163.75770758308863,163.75770758308863,198008,AAPL_SYN
2015-10-26,163.13411962624926,168.279948906847,161.20752214135396,166.31577637690503,166.31577637690503,228114,AAPL_SYN
2015-10-27,167.1652415183847,168.7886807948493,166.4911066211014,168.11073297104176,168.11073297104176,164844,AAPL_SYN
2015-10-28,168.2127738978451,169.83888996351897,165.73995199834798,167.35780304461875,167.35780304461875,232183,AAPL_SYN
2015-10-29,168.17711500116303,170.7997825973571,166.83831730078558,169.4508451877529,169.4508451877529,142783,AAPL_SYN
2015-10-30,169.07820600582673,169.25221688339144,167.30835037940275,167.48071716313666,167.48071716313666,87342,AAPL_SYN
2015-11-02,168.3941881070476,172.2909038244278,163.07373933943836,166.93672880635654,166.93672880635654,157861,AAPL_SYN
2015-11-03,167.32493457382787,170.12502011407759,162.97083901606547,165.74447650907487,165.74447650907487,187226,AAPL_SYN
2015-11-04,166.01946652762928,166.77083595614826,165.28608095249206,166.03737128731944,166.03737128731944,166292,AAPL_SYN
2015-11-05,166.15394170297267,174.39750466604102,164.11517535391678,172.2835261946173,172.2835261946173,122105,AAPL_SYN
2015-11-06,172.15507403457087,174.87616391906423,164.7252226829688,167.37069041137042,167.37069041137042,97029,AAPL_SYN
2015-11-09,167.97349184898886,171.37663345727296,165.88295229080416,169.2699585265043,169.2699585265043,153035,AAPL_SYN
2015-11-10,169.34123465454817,173.12008246178536,161.41931098111615,165.10359592627873,165.10359592627873,250856,AAPL_SYN
2015-11-11,164.1292850817791,166.29723328325983,161.79341376239154,163.9591142137088,163.9591142137088,284425,AAPL_SYN
2015-11-12,163.4095955056897,168.16187558246946,162.14905095291383,166.8746019081118,166.8746019081118,277717,AAPL_SYN
2015-11-13,166.78156310037136,167.12503562591644,166.77971191727235,167.12318065105157,167.12318065105157,137750,AAPL_SYN
2015-11-16,167.27860469924724,169.8621120910998,161.8499400810274,164.38881660744755,164.38881660744755,122402,AAPL_SYN
2015-11-17,164.36090906327598,165.1710176400389,161.82324255407326,162.62479409844158,162.62479409844158,218117,AAPL_SYN
2015-11-18,163.21949871954823,165.82383650120744,161.85889574730263,164.4529514276569,164.4529514276569,228972,AAPL_SYN
2015-11-19,163.49035804742545,164.47314200070187,161.67192233068621,162.64965258016926,162.64965258016926,210919,AAPL_SYN
2015-11-20,162.71971616413109,165.18653171599837,160.82254011166106,163.28279068467202,163.28279068467202,90613,AAPL_SYN
2015-11-23,162.3922565206881,166.20263600735095,159.68556181354202,163.47784707411284,163.47784707411284,135397,AAPL_SYN
2015-11-24,163.8504354654973,166.29959992060233,159.46612810274686,161.8859279611837,161.8859279611837,181514,AAPL_SYN
2015-11-25,161.84005335125931,167.75374775256876,161.61898405336206,167.52491308433324,167.52491308433324,217534,AAPL_SYN
2015-11-26,167.7357984566112,169.32930551428112,167.693218257914,169.2863317084079,169.2863317084079,239964,AAPL_SYN
2015-11-27,168.84760097613696,170.0575181205721,162.87502878793524,164.0505716922904,164.0505716922904,192967,AAPL_SYN
